career,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,score
No‑Code Developer,GraphQL,IDS/IPS,User Research,PHP,Webflow,Problem Solving,AWS,GCP,65
No‑Code Developer,Scala,PHP,IDS/IPS,R,GCP,TensorFlow,CI/CD,GraphQL,74
No‑Code Developer,AWS,Recommendation Systems,Scala,Zapier,C#,User Research,PHP,R,94
No‑Code Developer,User Research,AWS,Problem Solving,Airtable,Webflow,Scala,C#,React Native,54
No‑Code Developer,GraphQL,React Native,GCP,Scala,C#,Logic,Problem Solving,CI/CD,61
Growth Engineer,Communication,UX Writing,Teamwork,Coding,SwiftUI,NLP,MongoDB,Experimentation,84
Growth Engineer,XGBoost,SwiftUI,Jetpack Compose,Product,Teamwork,PyTorch,NLP,Communication,81
Growth Engineer,FastAPI,Spark,BigQuery,Experimentation,Agile,Teamwork,NLP,Coding,53
Growth Engineer,Spark,Scrum,SwiftUI,XGBoost,Jetpack Compose,Hadoop,Teamwork,Product,99
Growth Engineer,FastAPI,PyTorch,UX Writing,Spark,Teamwork,Recommendation Systems,Jetpack Compose,MongoDB,50
Growth Engineer,Hadoop,Experimentation,UX Writing,Product,Jetpack Compose,NLP,Scrum,Communication,61
Growth Engineer,Analytics,BigQuery,Agile,Teamwork,SwiftUI,NLP,FastAPI,Scrum,61
Growth Engineer,SwiftUI,Scrum,Hadoop,Teamwork,Jetpack Compose,FastAPI,Spark,Analytics,67
Growth Engineer,PyTorch,FastAPI,Communication,Agile,UX Writing,Jetpack Compose,Analytics,Experimentation,65
Growth Engineer,Analytics,Scrum,Experimentation,Hadoop,Communication,Recommendation Systems,Jetpack Compose,Coding,80
Growth Engineer,MongoDB,FastAPI,Scrum,SwiftUI,Communication,PyTorch,Analytics,Product,83
Growth Engineer,Analytics,Product,SwiftUI,NLP,BigQuery,Recommendation Systems,Scrum,Spark,53
MLOps Engineer,REST API,Teamwork,Time Management,Computer Vision,Recommendation Systems,Azure,Model Serving,Ruby,72
MLOps Engineer,Recommendation Systems,Model Serving,Teamwork,Jetpack Compose,Tableau,Information Architecture,Arduino,Kafka,82
MLOps Engineer,MLOps,Arduino,Swift,Express,Tableau,Bash,Kafka,Teamwork,60
MLOps Engineer,Kafka,Monitoring,Express,Swift,Information Architecture,MLOps,Jetpack Compose,Scikit‑learn,70
MLOps Engineer,Kafka,Tableau,Computer Vision,Express,Teamwork,Arduino,Bash,Information Architecture,73
MLOps Engineer,Time Management,Information Architecture,Arduino,Monitoring,Jetpack Compose,Swift,Recommendation Systems,Azure,58
MLOps Engineer,Bash,Computer Vision,Swift,Model Serving,Jetpack Compose,Information Architecture,Ruby,Monitoring,54
MLOps Engineer,MLOps,Teamwork,Ruby,Azure,Express,Computer Vision,Recommendation Systems,Time Management,56
MLOps Engineer,Computer Vision,CI/CD,Swift,Express,Tableau,Scikit‑learn,Arduino,REST API,68
MLOps Engineer,Arduino,CI/CD,Time Management,Information Architecture,Jetpack Compose,Azure,Recommendation Systems,Kafka,72
MLOps Engineer,Kafka,MLOps,Arduino,Computer Vision,Teamwork,Swift,REST API,Information Architecture,61
MLOps Engineer,Time Management,Arduino,Monitoring,Information Architecture,Tableau,Recommendation Systems,Jetpack Compose,Bash,84
AIOps Engineer,Linux,REST API,Anomaly Detection,Docker,Power BI,JavaScript,Scala,Vue,80
AIOps Engineer,Anomaly Detection,Power BI,PyTorch,Recommendation Systems,Scala,Vue,JavaScript,Copywriting,73
AIOps Engineer,Problem Solving,PyTorch,IDS/IPS,JavaScript,Vue,Robotics,Automation,REST API,97
AIOps Engineer,Vue,Recommendation Systems,Scala,Copywriting,Automation,Problem Solving,React,Robotics,83
AIOps Engineer,Recommendation Systems,Copywriting,Anomaly Detection,JavaScript,PyTorch,Robotics,Docker,Python,61
AIOps Engineer,Linux,Anomaly Detection,Robotics,SRE,Arduino,Recommendation Systems,REST API,JavaScript,81
AIOps Engineer,Problem Solving,React,Power BI,Linux,Python,Copywriting,IDS/IPS,Automation,56
AIOps Engineer,Anomaly Detection,Copywriting,Linux,SRE,Power BI,Robotics,Python,Automation,50
AIOps Engineer,Docker,Problem Solving,React,PyTorch,Anomaly Detection,Vue,SRE,Scala,73
AIOps Engineer,SRE,Python,React,Automation,Linux,Power BI,Docker,Vue,75
AIOps Engineer,Automation,IDS/IPS,Docker,Observability,Problem Solving,SRE,PyTorch,Linux,74
AIOps Engineer,Power BI,Robotics,Scala,Vue,SRE,JavaScript,REST API,Recommendation Systems,62
Quant Analyst,SwiftUI,Time Series,Hadoop,Statistics,Vue,Git,Leadership,IDS/IPS,73
Quant Analyst,Python,AWS,Hadoop,Scrum,Finance,Marketing Analytics,Node.js,Swift,67
Quant Analyst,Information Architecture,Hadoop,Tableau,Scrum,Node.js,Vue,Go,SwiftUI,94
Quant Analyst,Vue,Leadership,Kafka,Swift,Scrum,Time Series,IDS/IPS,Python,93
Quant Analyst,IDS/IPS,Git,Python,SwiftUI,Kafka,Information Architecture,Swift,Vue,84
Quant Analyst,Hadoop,Leadership,Vue,Scrum,Git,Statistics,Tableau,SwiftUI,98
Quant Analyst,Kafka,Flutter,AWS,Node.js,Tableau,Marketing Analytics,IDS/IPS,Swift,66
Quant Analyst,Python,Vue,Flutter,Go,Information Architecture,Hadoop,Time Series,Swift,84
Quant Analyst,Kafka,Git,Flutter,Statistics,Marketing Analytics,Python,Time Series,Swift,78
Quant Analyst,Go,Statistics,SwiftUI,Kafka,Flutter,Node.js,Tableau,Git,82
Quant Analyst,Tableau,Marketing Analytics,Node.js,Kafka,Scrum,Information Architecture,Time Series,Python,92
Quant Analyst,SwiftUI,Tableau,AWS,Time Series,Vue,Information Architecture,Statistics,Swift,89
Financial Data Analyst,Docker,Agile,Communication,SQL,C#,Data Cleaning,Kotlin,NumPy,89
Financial Data Analyst,Teamwork,NumPy,SQL,Go,Kotlin,Excel,PHP,HTML,50
Financial Data Analyst,Agile,Docker,Node.js,Spark,SQL,Swift,NumPy,Go,76
Financial Data Analyst,Go,SQL,NumPy,PHP,Teamwork,IDS/IPS,Docker,Power BI,54
Financial Data Analyst,Agile,PHP,Communication,HTML,Kotlin,NumPy,IDS/IPS,Teamwork,62
Financial Data Analyst,PHP,Kotlin,Swift,Finance,Communication,C#,Data Cleaning,Excel,72
Financial Data Analyst,Spark,Finance,Communication,Swift,PHP,NumPy,Agile,IDS/IPS,71
Financial Data Analyst,Swift,HTML,Spark,Go,Data Cleaning,NumPy,IDS/IPS,Finance,76
Financial Data Analyst,Finance,Data Cleaning,Kotlin,Agile,C#,Docker,NumPy,Go,66
Financial Data Analyst,Go,Spark,Teamwork,C#,Critical Thinking,IDS/IPS,Docker,Power BI,88
Financial Data Analyst,Critical Thinking,PHP,Power BI,Excel,IDS/IPS,HTML,Communication,Finance,70
Financial Data Analyst,Critical Thinking,NumPy,HTML,PHP,Power BI,SQL,IDS/IPS,Kotlin,72
Bioinformatics Scientist,Power BI,Wireframing,REST API,SOC,GCP,Computer Vision,Statistics,React,86
Bioinformatics Scientist,Pipelines,Scikit‑learn,Figma,Scala,Power BI,PyTorch,R,React,71
Bioinformatics Scientist,Statistics,Computer Vision,Time Management,Pipelines,NLP,Recommendation Systems,Wireframing,Scikit‑learn,50
Bioinformatics Scientist,Scala,Figma,Scikit‑learn,PyTorch,Time Management,SOC,Genomics,GCP,59
Bioinformatics Scientist,Wireframing,PyTorch,NLP,Python,Figma,Recommendation Systems,Statistics,Robotics,78
Bioinformatics Scientist,Recommendation Systems,Time Management,PyTorch,Power BI,NLP,Robotics,Python,Scala,75
Bioinformatics Scientist,Python,Recommendation Systems,Wireframing,Power BI,REST API,Scikit‑learn,Statistics,R,85
Bioinformatics Scientist,Scala,Genomics,Power BI,Recommendation Systems,Computer Vision,PyTorch,Statistics,GCP,98
Bioinformatics Scientist,Python,REST API,GCP,Robotics,Time Management,PyTorch,Wireframing,Scikit‑learn,62
Bioinformatics Scientist,GCP,PyTorch,NLP,Recommendation Systems,Power BI,Python,Scala,Robotics,70
Bioinformatics Scientist,Time Management,Power BI,Pipelines,Computer Vision,PyTorch,SOC,React,GCP,70
Bioinformatics Scientist,Statistics,R,Scikit‑learn,SOC,Recommendation Systems,GCP,Computer Vision,Scala,78
Health Informatics Specialist,Rust,Healthcare Data,Scrum,Critical Thinking,Excel,Go,HL7/FHIR,R,69
Health Informatics Specialist,PyTorch,SwiftUI,Critical Thinking,Excel,SEO,Go,Linux,SQL,63
Health Informatics Specialist,Analytics,Spark,Linux,SwiftUI,Healthcare Data,Go,PyTorch,Excel,51
Health Informatics Specialist,HL7/FHIR,Arduino,Spark,R,Linux,UX Writing,Critical Thinking,Healthcare Data,62
Health Informatics Specialist,GraphQL,Linux,R,PyTorch,Critical Thinking,Analytics,SEO,Excel,67
Health Informatics Specialist,Go,SQL,Critical Thinking,Scrum,HL7/FHIR,Arduino,SEO,Linux,95
Health Informatics Specialist,SQL,Excel,SwiftUI,UX Writing,Power BI,GraphQL,Linux,Rust,85
Health Informatics Specialist,Critical Thinking,R,Rust,Spark,Scrum,Power BI,Analytics,SEO,97
Health Informatics Specialist,Power BI,Critical Thinking,Go,Analytics,Spark,Excel,Healthcare Data,SQL,82
Health Informatics Specialist,Linux,R,GraphQL,HL7/FHIR,Critical Thinking,Analytics,Healthcare Data,SQL,59
Health Informatics Specialist,Excel,HL7/FHIR,Healthcare Data,UX Writing,Arduino,Linux,GraphQL,Scrum,90
Health Informatics Specialist,Rust,Flutter,GraphQL,Healthcare Data,Arduino,Spark,Scrum,Power BI,78
EdTech Specialist,Cryptography,Analytics,Vulnerability Scanning,Scrum,Airtable,NumPy,LMS,Problem Solving,57
EdTech Specialist,Vulnerability Scanning,Scrum,Cryptography,Hadoop,Analytics,LMS,CI/CD,Research,69
EdTech Specialist,LMS,NumPy,Cryptography,CI/CD,Content,Airtable,Time Management,Hadoop,98
EdTech Specialist,Time Management,NumPy,Marketing Analytics,Android,Spark,Scrum,Hadoop,Vulnerability Scanning,55
EdTech Specialist,Vue,Cryptography,Spark,Time Management,Problem Solving,Airtable,Research,CI/CD,81
EdTech Specialist,Vue,Cryptography,Vulnerability Scanning,CI/CD,Marketing Analytics,Hadoop,Spark,Statistics,50
EdTech Specialist,NumPy,Research,Marketing Analytics,CI/CD,Spark,Leadership,Airtable,Android,89
EdTech Specialist,Vue,Scrum,LMS,Marketing Analytics,Research,CI/CD,Statistics,Hadoop,88
EdTech Specialist,Statistics,Scrum,Time Management,Spark,Leadership,NumPy,Vue,Marketing Analytics,79
EdTech Specialist,Leadership,Marketing Analytics,Spark,Statistics,Time Management,NumPy,CI/CD,LMS,98
EdTech Specialist,Leadership,CI/CD,Wireframing,LMS,Statistics,Spark,Cryptography,Vue,68
EdTech Specialist,LMS,Vulnerability Scanning,Research,Wireframing,Leadership,Problem Solving,NumPy,Airtable,79
AI Ethics Consultant,Ethics,AI/ML,Policy,Regulation,Bias Detection,Fairness,Governance,Communication,85
AI Ethics Consultant,Machine Learning,Ethics,Python,Policy Analysis,Bias Mitigation,Data Privacy,Legal Compliance,Stakeholder Management,88
AI Ethics Consultant,AI Governance,Ethics Frameworks,Risk Assessment,Regulatory Compliance,Bias Auditing,Transparency,Accountability,Communication,82
Climate Tech Engineer,Python,Climate Science,Data Analysis,Renewable Energy,IoT,Machine Learning,Sustainability,GIS,87
Climate Tech Engineer,Environmental Science,Data Science,Carbon Modeling,Renewable Systems,Python,Statistics,Remote Sensing,Sustainability,89
Climate Tech Engineer,Climate Modeling,Big Data,AI/ML,Sustainability Analytics,Python,R,Geospatial Analysis,Environmental Policy,86
Metaverse Developer,Unity,Unreal Engine,3D Modeling,WebXR,Blockchain,VR/AR,JavaScript,WebGL,88
Metaverse Developer,Virtual Reality,Augmented Reality,3D Graphics,Web3,NFT,Game Development,C#,JavaScript,85
Metaverse Developer,Spatial Computing,3D Design,WebXR,Blockchain,Cryptocurrency,Unity,Blender,TypeScript,87
Quantum Computing Engineer,Quantum Mechanics,Qisk,Python,Linear Algebra,Physics,Algorithms,Mathematics,Circuit Design,92
Quantum Computing Engineer,Quantum Algorithms,Qubit Manipulation,Python,Mathematics,Physics,Machine Learning,Optimization,Circuit Simulation,90
Quantum Computing Engineer,Quantum Information,Cryptography,Python,Complex Analysis,Physics,Algorithms,Error Correction,Hardware Design,91
Web3 Developer,Solidity,Ethereum,Smart Contracts,JavaScript,React,Web3.js,Blockchain,Cryptography,89
Web3 Developer,Smart Contracts,DeFi,NFT,Solidity,TypeScript,Hardhat,IPFS,Cryptocurrency,87
Web3 Developer,Blockchain,DApps,Ethereum,Solidity,JavaScript,Web3,Cryptography,Tokenomics,88
Autonomous Vehicle Engineer,Computer Vision,Machine Learning,ROS,Python,C++,Sensor Fusion,Path Planning,Control Systems,91
Autonomous Vehicle Engineer,LiDAR,Radar,Computer Vision,Deep Learning,Python,C++,Robotics,Real-time Systems,89
Autonomous Vehicle Engineer,SLAM,Path Planning,Sensor Integration,Machine Learning,Python,MATLAB,Control Theory,Embedded Systems,90
FinTech Developer,Python,Blockchain,API Development,Financial Modeling,Security,Cryptography,Database Design,Microservices,86
FinTech Developer,Payment Systems,Blockchain,Python,JavaScript,Security,Regulatory Compliance,API Design,Database,84
FinTech Developer,Trading Algorithms,Risk Management,Python,Machine Learning,Financial Analysis,API Development,Security,Database,87
HealthTech Engineer,Python,Machine Learning,Healthcare Data,HIPAA Compliance,API Development,Database,Security,Medical Devices,85
HealthTech Engineer,Telemedicine,Wearables,Data Analytics,Python,JavaScript,Regulatory Compliance,API Design,Security,83
HealthTech Engineer,Medical Imaging,AI Diagnostics,Python,Deep Learning,Healthcare Standards,Database,Security,API Development,88
EdTech Developer,Python,JavaScript,Learning Analytics,Gamification,API Development,Database,UX/UI,Content Management,82
EdTech Developer,E-learning Platforms,Adaptive Learning,Python,Machine Learning,Database,API Design,JavaScript,UX Design,84
EdTech Developer,Educational Technology,Data Analytics,Python,JavaScript,Database Design,API Development,UX Research,Content Strategy,81
Sustainability Consultant,Environmental Science,Data Analysis,Sustainability Reporting,ESG,Stakeholder Engagement,Policy Analysis,Communication,Project Management,79
Sustainability Consultant,Carbon Footprint,Life Cycle Assessment,Data Analytics,ESG Metrics,Regulatory Compliance,Communication,Project Management,Strategy,81
Sustainability Consultant,Climate Risk,Sustainability Strategy,Data Visualization,ESG Reporting,Stakeholder Management,Communication,Policy,Analytics,80
Biotech Engineer,Molecular Biology,Genetic Engineering,Python,Data Analysis,Bioinformatics,Laboratory Skills,Regulatory Compliance,Research,86
Biotech Engineer,CRISPR,Gene Editing,Biochemistry,Python,Machine Learning,Lab Automation,Quality Control,Documentation,88
Biotech Engineer,Synthetic Biology,Biotechnology,Python,Data Science,Bioinformatics,Lab Techniques,Regulatory Affairs,Project Management,85
AgriTech Specialist,Precision Agriculture,IoT,Data Analytics,Python,GIS,Machine Learning,Sustainability,Farm Management,83
AgriTech Specialist,Agricultural Technology,Remote Sensing,Data Science,Python,Drone Technology,AI/ML,Sustainability,Crop Monitoring,84
AgriTech Specialist,Smart Farming,IoT Sensors,Data Analysis,Python,Geospatial Analysis,Machine Learning,Environmental Science,Supply Chain,82
LegalTech Specialist,Legal Research,Contract Analysis,AI/ML,Python,Natural Language Processing,Data Privacy,Regulatory Compliance,Automation,81
LegalTech Specialist,Legal Analytics,Document Automation,Machine Learning,Python,NLP,Compliance,Risk Assessment,Technology Integration,83
LegalTech Specialist,eDiscovery,Contract Intelligence,AI,Python,Data Mining,Legal Databases,Compliance,Process Automation,80
PropTech Analyst,Real Estate Technology,Data Analytics,Property Management,Python,GIS,Market Analysis,Investment Modeling,Digital Transformation,78
PropTech Analyst,Real Estate Analytics,Data Science,Python,Machine Learning,Property Valuation,Market Research,Investment Analysis,Technology Trends,80
PropTech Analyst,Property Technology,Data Visualization,Python,Statistical Analysis,Real Estate Markets,Investment Strategies,Digital Platforms,Market Intelligence,79
InsurTech Developer,Insurance Technology,Risk Modeling,Python,Machine Learning,API Development,Blockchain,Data Analytics,Regulatory Compliance,84
InsurTech Developer,Insurance Innovation,Underwriting Automation,Python,AI/ML,API Design,Data Security,Compliance,Product Development,85
InsurTech Developer,Digital Insurance,Claims Processing,Python,Machine Learning,API Development,Blockchain,Data Analysis,Customer Experience,83
RegTech Specialist,Regulatory Technology,Compliance Automation,Risk Management,Python,Machine Learning,Data Analytics,Legal Frameworks,Reporting,82
RegTech Specialist,Financial Regulation,Compliance Monitoring,Python,AI/ML,Data Mining,Risk Assessment,Regulatory Reporting,Technology Integration,84
RegTech Specialist,Regulatory Compliance,Automation,Python,Data Science,Risk Analytics,Legal Tech,Monitoring Systems,Reporting Tools,81
Digital Twin Engineer,Simulation,IoT,3D Modeling,Python,Data Analytics,Machine Learning,Real-time Systems,Virtual Reality,87
Digital Twin Engineer,Digital Modeling,Sensor Integration,Python,Data Science,AI/ML,Simulation Software,Real-time Processing,Visualization,89
Digital Twin Engineer,Virtual Prototyping,IoT Platforms,Python,Machine Learning,Data Integration,3D Visualization,Simulation,Predictive Analytics,86
Edge Computing Specialist,Edge Computing,IoT,Distributed Systems,Python,C++,Real-time Processing,Network Security,Embedded Systems,85
Edge Computing Specialist,Edge AI,Fog Computing,Python,Machine Learning,Distributed Computing,Network Protocols,Security,Performance Optimization,87
Edge Computing Specialist,Edge Analytics,IoT Architecture,Python,Data Processing,Machine Learning,Network Design,Security,Scalability,84
Green Energy Analyst,Renewable Energy,Data Analytics,Energy Modeling,Python,Statistics,Sustainability,Policy Analysis,Market Research,80
Green Energy Analyst,Clean Energy,Data Science,Python,Machine Learning,Energy Economics,Environmental Science,Policy,Market Analysis,82
Green Energy Analyst,Sustainable Energy,Data Visualization,Python,Statistical Modeling,Energy Policy,Environmental Impact,Market Trends,Research,81
Space Systems Engineer,Spacecraft Design,Orbital Mechanics,Python,C++,Systems Engineering,Satellite Technology,Aerospace,Mission Planning,90
Space Systems Engineer,Space Technology,Aerospace Engineering,Python,MATLAB,Systems Integration,Satellite Systems,Mission Control,Propulsion,92
Space Systems Engineer,Spacecraft Systems,Orbital Dynamics,Python,C++,Systems Architecture,Satellite Communications,Navigation,Thermal Control,89
